,LR_prediction,NB_prediction,RF_prediction,TB_prediction,original_sentiment,vader_sentiment,tweet
2854,negative,positive,neutral,neutral,positive,neutral,yall realize Messi and Ronaldo are washed right??   this #WorldCup #WorldCup2022 is De Bruyne vs Mbappé and im here for it 🔥⚽️
2855,negative,negative,neutral,negative,negative,negative,🤣 #QATECU #Qatar2022 #WorldCup2022  I mean heading to Qatar rather than the pub wasn't the best move! https://t.co/uD75BC96bZ
2856,neutral,positive,neutral,neutral,neutral,positive,#RaisePalestineFlag to show your support for the Palestinian cause during the #WorldCup2022. https://t.co/XJipLM9WAZ
2857,neutral,neutral,negative,neutral,neutral,neutral,How to define #offside? #WorldCup2022 #QatarvsEcuador #Football
2858,positive,negative,positive,positive,positive,positive,"@visitoman_vo witnessing facets of history in great  Museums, calligraphis of highest artisic calbre, memories &amp; photographs to trasure for lifetime. (2/2) #HalfTimeForOman #WorldCup2022 #ExperienceOman  #ajsone1729"
2859,negative,positive,neutral,positive,positive,positive,"Tonight 8PM as the #WorldCup2022 kicks off we are back with all things #NUFC &amp; more as we are joined by the crew from @TheToonReview   Expect Drama ""☝️"" as always 🚑   Sub to both channels &amp; hit that Like👍  #NUFC #NewcastleUnited #ToonReview #NUFCFans   https://t.co/kDupoqK2c7"
2860,negative,negative,negative,neutral,neutral,neutral,#Qatar v #Ecuador: #WorldCup2022 kicks off with opening ceremony – live https://t.co/TxfUK7iD4T
2861,positive,negative,neutral,neutral,neutral,neutral,REALITY CHECK #WorldCup2022 https://t.co/09eIc0cHWU
2862,positive,negative,positive,negative,negative,negative,Qatar’s bench must be absolutely dire for this game to be approaching the 70th minute with not one sub being brought on yet 🙈 #WorldCup2022
2863,neutral,negative,positive,negative,neutral,positive,Anyone else think Dion Dublin is trying too hard to funny? #WorldCup2022 #BBCWorldCup
2864,positive,neutral,neutral,positive,neutral,positive,The Qatari fans don’t care about the scoreline. They’re just happy to be hosting the world cup #WorldCup2022
2865,neutral,positive,negative,neutral,positive,positive,🇪🇨🇪🇨 pushing like mad! Wow! #Qatar2022 #WorldCup2022
2866,positive,negative,positive,positive,positive,positive,Not missing a game of the #WorldCup2022
2867,positive,neutral,positive,neutral,neutral,positive,"The #Simpsons predicted that the  #WorldCup2022 ⚽️ Final will be #Portugal vs #Mexico in the late 90s  If true, we in a simulation 🤣 https://t.co/JciVfBlAls"
2868,positive,positive,negative,neutral,neutral,negative,"is it just me or have i seen no women in the crowd?? on either teams side, why is that  #FIFAWorldCup #worldcup #worldcup2022"
2869,neutral,positive,positive,neutral,neutral,positive,Many fans here at Cheers Lodge  are wondering if these players are really professional footballers😃🫢  Mmoja wao anasema our Kenyan Boy  Olunga scores a hattrick every game 😂😂 #WorldCup2022 @NAlahaji https://t.co/NQLYficW20
2870,positive,positive,neutral,positive,positive,positive,"🚨 EXCLUSIVE 🚨 @JioCinema #WorldCup streaming fix.  Change the camera view to ""Extended Stadium Feed"", it's working .  Mine worked perfectly. Share it with others if this works for you  too...Let people enjoy this worldcup  #FIFAWorldCup #WorldCup2022 #JioCinema #FIFAWorldCup"
2871,negative,negative,positive,positive,positive,positive,Came across this beautiful and inspiring story amid the excitement and hype around the #WorldCup2022 .How beautiful is it that they stand bravely in the face of taunts. The world is watching #Qatar bravely facing the hatred from the western countries. #FIFAWorldCup https://t.co/HC80gnnv7W
2872,positive,negative,positive,negative,negative,negative,"We know @FCBayernEN and @FIFAcom officials took ""gifts"" from Qatar leading up to #WorldCup2022 (https://t.co/tUR8qp7WA8). Infantino dismissing concerns about corruption and human rights as people being upset about @budweiserusa sales is beyond tone deaf. https://t.co/u07TWuG1Oy"
2873,neutral,positive,positive,negative,negative,negative,I cannot believe the West really have the AUDACITY to try and question Qatar after all the havoc they have created in the world. Not the colonisers tryna say something😂😂🤢🤢 #WorldCup2022
2874,negative,positive,neutral,neutral,neutral,neutral,I think I need to watch all the South American teams on Peacock. #WorldCup2022 https://t.co/29DGcuuAgJ
2875,neutral,negative,neutral,neutral,neutral,positive,"Looks like a lot of Qataris invoked the three goal rule, including the dubiously disallowed VAR goal! Fair play lads, beat the traffic.... #QATECU #Qatar2022 #WorldCup2022"
2876,positive,negative,neutral,neutral,neutral,positive,"""Queremos cerveza"" 🍺  (""We want beer"", for those who don't speak Spanish)  #Qatar2022 #WorldCup2022 #FIFAWorldCup #Qatar #Ecuador #CanMNT https://t.co/xzHdZeYR7f"
2877,neutral,neutral,positive,negative,negative,negative,"@JioCinema @FIFAWorldCup @JioCinema just ruined the start of the #WorldCup2022. Even after updating the app, still facing the lag."
2878,negative,neutral,positive,positive,positive,positive,I'M PROUD OF YOU 💜  JUNGKOOK THE HISTORY MAKER  The world is proud of you WE LOVE YOU JUNGKOOK #Dreamers #Dreamers2022 #OpeningCeremonyWorldCup2022 YOU DID SO WELL JUNGKOOK #QatarWorldCup2022 #WorldCup2022 #FIFAWorldCup    #JungkookAtFIFAWorldCup @BTS_twt  #DreamersbyJungkook https://t.co/FrG58VPLAP
2879,neutral,positive,negative,neutral,positive,positive,At least one please @QFA_EN 🤘 #WorldCup2022
2880,positive,positive,positive,neutral,neutral,positive,Palestinian Authority President Mahmoud Abbas has attended the opening ceremony of the #WorldCup2022 at Al-Bayt Stadium in Qatar's capital Doha. https://t.co/zRBB0mtl4a
2881,neutral,neutral,negative,neutral,neutral,positive,Right now Ecuador need to take advantage score as many goals. Because we all know Holland is going to score a lot of goal more than 5 goals  #QatarWorldCup2022 #WorldCup2022 #FIFAWorldCup
2882,positive,neutral,positive,positive,positive,positive,"@visitoman_vo Trip of life time to Oman means living my childhood dream. Visiting places in my bucket list, To explore excellent inspiring stories of mankind, to have extraordinary experiences of hospitality, religious nobility, tasting food cuisines,  (1/2)  #HalfTimeForOman #WorldCup2022"
2883,neutral,negative,positive,neutral,neutral,neutral,Difference between Chelsea Na Qatar is that ingine Ni country Na ingine Ni club😂 #Worldcup2022 #qatarvsequadorlive https://t.co/WheF4ktQaS
2884,neutral,positive,positive,positive,positive,positive,@WinGoalNFT Wow it's a great news... We are waiting... For the game.  #FIFAWorldCup #WinGoal #WorldCup #WorldCup2022
2885,neutral,positive,neutral,positive,positive,positive,"@CryptoWizardd Can't wait to see it  🔥 #WorldCup2022 time  Btw, join us to earn $10.000 by collecting enough flags for free &amp; claim your prizes: https://t.co/x19o8O7bMh"
2886,negative,neutral,neutral,negative,neutral,neutral,#WorldCup2022 #EcuadorvsQatar Seems Qatar entire team was busy building the stadiums . They forgot to practice football 🤣😜
2887,negative,negative,positive,neutral,neutral,neutral,What am I doing for the next  month!?.....#WorldCup2022
2888,neutral,positive,positive,negative,negative,neutral,Qatar keeper getting hands chopped after this game #WorldCup2022
2889,positive,positive,positive,negative,negative,negative,"I am just wondering,if a call for prayer starts right now,will Qatar players put the game on hold to appease allah? Religion ID stupidity.#WorldCup2022"
2890,negative,positive,negative,positive,positive,positive,Join in with the #WorldCup2022 excitement and never settle for anything less than awesome. From 20th November to 18th December 2022. Wear it confidently and celebrate with this must-have 'It's Coming Home' range. Sea here: https://t.co/W1xUsKK9vQ     #worldcup https://t.co/FVNnPDrax5
2891,positive,negative,positive,positive,positive,positive,Make a £7.00 potential profit on Monday with this Virgin Bet offer on England v Iran! #WorldCup2022  SEE HOW: https://t.co/Hs1iXsjIm9 https://t.co/2Z8Bkt3Gsb
2892,negative,negative,neutral,negative,negative,negative,Is this the worst opening match to a major football tournament in a long time or what? #FIFAWorldCup #WorldCup2022
2893,neutral,negative,neutral,negative,negative,positive,#JioCinema horrible telecast of #WorldCup2022 . Sports 18 is the best
2894,positive,neutral,negative,neutral,neutral,negative,Ruled OFFSIDE ❌  Was it offside? First big tough #referee decision of the World Cup now underway…  #WorldCup2022 #qatar #footballmatch https://t.co/gfcMwU6Oi1
2895,positive,neutral,neutral,neutral,neutral,neutral,“World Cup snacks are very different in America”  -Akram’s first American #WorldCup2022 https://t.co/ubnO1849PA
2896,positive,neutral,positive,neutral,neutral,neutral,Qatar has brought on some substitutes from the bench.  #QatarWorldCup2022 #FIFAWorldCup #WorldCup #WorldCup2022 https://t.co/305k93ySaG
2897,neutral,positive,positive,neutral,neutral,neutral,@steveburgess1 😂🤣😂you boob!😂🤣😂 #WorldCup2022
2898,neutral,positive,neutral,neutral,negative,neutral,Paying for a crowd?😂😂 come see kenyas election campaigns  #worldcup2022
2899,positive,positive,positive,negative,negative,negative,Brutal mismatch. If this was hockey Ecuador would be leading 8-0. Ecuador’s goalie is less visible than Jimmy Hoffa #WorldCup2022
2900,neutral,neutral,neutral,positive,positive,positive,"Opening of Staff Recreation Hall.   We are happy to provide the facility, for the staff of Ensis,to watch this  world cup with their colleagues.   #worldcup2022 https://t.co/Rnc6vakqqo"
2901,positive,neutral,positive,positive,positive,neutral,Qatar World Cup 2022 opening ceremony — in pictures  Qatar opens the month-long football showpiece in style before world leaders and fans  #QatarWorldCup2022  #Qatar2022  #Qatar  #WorldCup  #WorldCup2022  https://t.co/x9VSysA413 https://t.co/Y62QRvgyxk
2902,positive,negative,negative,neutral,neutral,neutral,The footballs being used at the #Qatar2022 are supplied  by a Pakistani company. #QatarWorldCup #WorldCup #WorldCup2022 https://t.co/z7EN5w4iKV
2903,positive,neutral,neutral,neutral,neutral,neutral,The Palestinian flag flying at the #WorldCup2022 in #Qatar right now. #RaisePalestineFlag #QatarWorldCup2022 #FIFAWorldCup #FreePalestine https://t.co/x2Vdq4nVEw
2904,positive,neutral,positive,negative,negative,positive,(1/2) Opening of #WorldCup2022 &amp; already had to turn off @BBC @BBCSport at half-time because they can't seriously expect us to put up with the constant double-standards from their hypocritical commentary team with their virtue signalling all thru this tournament! (Cont..)
2905,positive,neutral,negative,neutral,neutral,negative,Where to stream #WorldCup2022 in Amazon fire stick?? @JioCinema is just showing highlights of first half 🤔🤔 @AmazonFireTVInd @amazonfiretv
2906,positive,positive,neutral,positive,positive,positive,"A great dancer, an amazing voice, a total performer 🕺🏻 Thank you for giving us the best performance in the #OpeningCeremonyWorldCup2022 #JeonJungKook #BTS #NowIsAll #WorldCup2022 #WorldCupQatar2022 🏆 #FIFAWorldCup2022 ⚽️ https://t.co/L1KgyUpsxG"
2907,neutral,neutral,neutral,negative,negative,negative,What an absolute shitshow #worldcup2022 #QatarWorldCup2022 is... Should never have been awarded to Qatar. Vile country. But money talks eh? #bbcfootball
2908,positive,negative,positive,negative,negative,negative,Ecuador's first goal vs Qatar was disallowed for suspected homosexuality. #WorldCup2022
2909,positive,positive,negative,negative,negative,positive,Stereotyping Qatar people and making fun of their culture is very much racisim. You forgot what happened in france last year. West is more wild and have animalistic behaviour than Arab or Asian people.  #WorldCup2022
2910,negative,positive,positive,neutral,neutral,negative,Sit back and grab a snack in time for the game ⚽  You'll find this team player available at One Stop 👉 https://t.co/ebIIj2d14n  Subject to availability. Participating stores only #Maltesers #Minstrels #WorldCup2022 https://t.co/bTOvs9dGTF
2911,positive,negative,neutral,neutral,neutral,positive,Did Qatar hand out shirts to random people like the Chargers? #WorldCup2022
2912,neutral,positive,positive,positive,positive,positive,"@FIFAWorldCup You don't have to be a football expert to participate in the Poloniex World Cup Carnival!⚽️🙋‍♂️  Just vote for the team, that you think will win to share 100,000 USDT!🥳  Vote now👉 https://t.co/QZ7Slh3TSN  $CHZ #poloniex #WorldCup2022 #FIFAWorldCup   #FIFAWorldCupQatar2022 #Fifa22 https://t.co/UsAVbmR0FX"
2913,neutral,positive,positive,negative,negative,positive,"Of course the #Qatar ""fans"" are cheering in the stands. They're being paid to be there. We already know about the foreigners being paid to spread ""good news"" (i.e. propaganda) to make the country look good.  #QATECU #WorldCup2022 #WorldCup #FIFAWorldCup #FuckFIFA"
2914,positive,neutral,neutral,negative,negative,positive,Imagine getting the rights the host the World Cup and waiting 12 years only to get blown out by at best South America  5th best team hahahahhahahah Qatar is a joke #WorldCup2022 #QatarWorldCup2022 #QatarvsEcuador
2915,positive,positive,positive,negative,negative,negative,"As apartheid Israel continues to kill young Palestinian footballers, @FIFAcom shields it from accountability.  Take action, score a #Goal4Palestine. Do it for Saeed, Mohammad, Thaer &amp; Zaid. https://t.co/C5voVRNqt6  #WorldCup2022 #FIFAWorldCup #Qatar2022 #Qatarworldcup2022 #QATECU https://t.co/a531HmiIVl"
2916,positive,neutral,negative,positive,positive,positive,Game Day Tomorrow! 🙌🙌🙌  Join us tomorrow in our showroom for LIVE WORLD CUP MATCHES!  ⏩9:00 am - SENEGAL VS NETHERLANDS  ⏩12:00pm - USA VS WALES  See you tomorrow!👋 #KickItWithToyota #MedicineHatToyota #WorldCup2022 https://t.co/e1Vz23n5bv
2917,neutral,positive,neutral,neutral,neutral,neutral,You have only one thing on your mind 💭🇵🇹  #Portugal #QatarWorldCup2022 #WorldCup2022 https://t.co/e3R7qiPYMV
